source_material_code,source_cpse,candidate_material_code,candidate_cpse,source_canonical_key,candidate_canonical_key,canonical_key_exact,description_similarity,embedding_similarity,attribute_agreement,evaluated_attribute_count,blocking_strategies,conflict_present,conflict_details,engineering_conflict_class,engineering_incompatibility,penalty_applied,final_match_score,confidence_level,evidence_summary,material_family_similarity,material_type_similarity,material_subtype_similarity,material_similarity,material_grade_similarity,nominal_size_similarity,size_similarity,length_similarity,width_similarity,height_similarity,diameter_similarity,thickness_similarity,pressure_class_similarity,schedule_similarity,rating_similarity,standard_similarity,coating_similarity,connection_type_similarity,end_type_similarity,construction_similarity,orientation_similarity,candidate_id,candidate_rank,validation_status,validation_reason_codes,refined_score,refined_confidence,review_priority,validation_evidence,upstream_conflict_present,upstream_conflict_details,upstream_conflict_preserved,human_reviewer_id,human_reviewer_email,human_rationale,human_reviewed_at,decision_version,decision
BHEL-500034,BHEL,IOCL-110037,IOCL,ELECTRICAL|ALUMINIUM|1C_X_300_SQ_MM|1000_M|IEC_60502,ELECTRICAL|ALUMINIUM|1C_X_300_SQ_MM|1000_M|IEC_60502,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,BHEL-500034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-007953,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: BHEL-500034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm' | Candidate evidence only; final common master identity deferred to human review.",True,BHEL-500034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NMDC-410034,NMDC,IOCL-110037,IOCL,ELECTRICAL|ALUMINIUM|1C_X_300_SQ_MM|1000_M|IEC_60502,ELECTRICAL|ALUMINIUM|1C_X_300_SQ_MM|1000_M|IEC_60502,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NMDC-410034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-007983,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NMDC-410034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm' | Candidate evidence only; final common master identity deferred to human review.",True,NMDC-410034: size: '1C x 300 sq mm' vs '300 sq mm'; IOCL-110037: size: '1C x 300 sq mm' vs '300 sq mm',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
IOCL-110038,IOCL,NTPC-200031,NTPC,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NTPC-200031: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008041,1,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NTPC-200031: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NTPC-200031: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
IOCL-110038,IOCL,NMDC-410035,NMDC,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008042,2,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
IOCL-110038,IOCL,SAIL-300038,SAIL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008043,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
IOCL-110038,IOCL,BHEL-500035,BHEL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008044,4,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,IOCL-110038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200031,NTPC,NMDC-410035,NMDC,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008072,2,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; NMDC-410035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200031,NTPC,SAIL-300038,SAIL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008073,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200031,NTPC,BHEL-500035,BHEL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008074,4,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,NTPC-200031: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NMDC-410035,NMDC,SAIL-300038,SAIL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008103,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; SAIL-300038: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NMDC-410035,NMDC,BHEL-500035,BHEL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008104,4,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,NMDC-410035: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
SAIL-300038,SAIL,BHEL-500035,BHEL,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,PUMP|CAST_IRON|2_IN_X_15_IN|2_IN_X_15_IN|ISO_2858|GALVANIZED|CAST,True,1.0,1.0,1.0,7,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,True,SAIL-300038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (7 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,CAN-008134,4,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH;UPSTREAM_CONFLICT_PRESERVED,1.0,HIGH,CRITICAL,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: CRITICAL | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH, UPSTREAM_CONFLICT_PRESERVED] | Upstream Conflict Preserved: SAIL-300038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in' | Candidate evidence only; final common master identity deferred to human review.",True,SAIL-300038: size: '2 in x 1.5 in' vs '2 in'; BHEL-500035: size: '2 in x 1.5 in' vs '2 in',True,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,IOCL-110039,IOCL,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008191,1,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,HPCL-120038,HPCL,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008192,2,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,ONGC-100033,ONGC,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008193,3,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,BHEL-500036,BHEL,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008194,4,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,CIL-400028,Coal India,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008195,5,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
NTPC-200032,NTPC,ONGC-100191,ONGC,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,ELECTRICAL|COPPER|415V_100A|100_M|IS_13947,True,1.0,1.0,1.0,5,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (5 attrs) | Status: NO_CONFLICT,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,CAN-008196,6,VALIDATED_COMPATIBLE,EXACT_CANONICAL_KEY;CORE_ATTR_MATCH,1.0,HIGH,HIGH,"Status: VALIDATED_COMPATIBLE (NO_CONFLICT) | Refined Score: 1.000 [HIGH] | Priority: HIGH | Reasons: [EXACT_CANONICAL_KEY, CORE_ATTR_MATCH] | Candidate evidence only; final common master identity deferred to human review.",False,,False,NMC-REVIEWER-CHIEF,chief.cataloguer@nmc.gov.in,Verified identical engineering specifications & dimensional standards across CPSEs,2026-09-18T15:07:25.250749+00:00,1,ACCEPT
